,Description,commenting,ogling,groping,cleaned_text
3443,"i was travelling in a crowded bus. when a guy standing very close to me tried making attempts to touch me inappropriately, and when i defended myself he moved forward.",0,0,1,travelling crowded bus guy standing close tried making attempt touch inappropriately defended moved forward
3444,A man followed us from andheri station to bandra station,0,0,0,man followed u andheri station bandra station
3445,harassment in the afternoon,1,0,0,harassment afternoon
3446,The lanes to the chawls are narrow and boys stand just outside the lanes and don't give way for the women to pass. They pass comments on them and sing songs as well. There is also a group of boys who pays carom on the road.,1,1,0,lane chawls narrow boy stand outside lane give way woman pas pas comment sing song well also group boy pay carom road
3447,followed by a man,0,0,0,followed man
3448,I was entering the metro when someone touched my butt and breast,0,0,1,entering metro someone touched butt breast
3449,"It happened during afternoon hours while travelling in metro , people of all age groups were constantly staring and commenting .",1,1,0,happened afternoon hour travelling metro people age group constantly staring commenting
3450,This survey is carried out by safecity (Red dot foundation) along with its safety audit at street markets in Mumbai.,1,1,1,survey carried safecity red dot foundation along safety audit street market mumbai
3451,there were some boys in the shop were staring and commenting at girls,1,0,0,boy shop staring commenting girl
3452,I saw a girl wearing and walking in a road. A man stretched her skirt and went away.,0,0,1,saw girl wearing walking road man stretched skirt went away
3453,a man grabbed my dupatta and tried touching my breasts. it was dark and happened near balaji chowk,0,0,1,man grabbed dupatta tried touching breast dark happened near balaji chowk
3454,"while returning home from work on a public vehicle, a man sitting next to me kept his hand on my thigh amp tried to get close to me.",0,0,1,returning home work public vehicle man sitting next kept hand thigh amp tried get close
3455,Some boys were passing bad comments on me and my friends,1,1,0,boy passing bad comment friend
3456,chain snatching,0,0,0,chain snatching
3457,A man was sitting along the railway line and told us that we are to old to continue with school,1,0,0,man sitting along railway line told u old continue school
3458,"touching , groping",0,1,1,touching groping
3459,Lucy a physically diasbled child assaulted by the stepmother get physical injuries the child was rescued and taken to a safe house,0,0,0,lucy physically diasbled child assaulted stepmother get physical injury child rescued taken safe house
3460,People are touching and groping at khot lane. Commenting at staring at you.,1,0,1,people touching groping khot lane commenting staring
3461,"On the way to my house from kanhaiya nagar metro station,a group of government school boys came near me,made a group around me and snatched my headphones so hard that it broke up and started commenting.It happened around 3 pm.",1,0,1,way house kanhaiya nagar metro station group government school boy came near made group around snatched headphone hard broke started commenting happened around 3 pm
